Start Time,End Time,Facility Code,Participant Code,Status,Reason,Outage (MW),Recovery Time (Minutes),Description,
12/28/2017 6:00,12/28/2017 10:00,DNHR_DENMARK_WF1,DNHR,Approved,Consequential,1.44,0,a network outage in Denmark caused the windfarm to trip at 6:26 am,
12/26/2017 9:00,12/26/2017 12:00,COLLGAR_WF1,COLLGAR,Approved,Forced,30,,Forced Outage - BS on Overhead line pole S-81 - CG10/11,
12/31/2017 9:00,12/31/2017 9:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.703,0,Under generation - ambient conditions,
12/31/2017 8:30,12/31/2017 8:30,AURICON_PNJ_U1,AURICON,Approved,Forced,5.085,0,Under generation - ambient conditions,
12/31/2017 8:00,12/31/2017 8:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.02,0,Under generation - ambient conditions,
12/30/2017 23:30,12/30/2017 23:30,AURICON_PNJ_U1,AURICON,Approved,Forced,5.79,0,Under generation - ambient conditions,
12/30/2017 23:00,12/30/2017 23:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.412,0,Under generation - ambient conditions,
12/30/2017 22:30,12/30/2017 22:30,AURICON_PNJ_U1,AURICON,Approved,Forced,4.735,0,Under generation - ambient conditions,
12/29/2017 23:30,12/29/2017 23:30,AURICON_PNJ_U1,AURICON,Approved,Forced,4.245,0,Under generation - ambient conditions,
12/29/2017 23:00,12/29/2017 23:00,AURICON_PNJ_U1,AURICON,Approved,Forced,3.962,0,Under generation - ambient conditions,
12/29/2017 22:30,12/29/2017 22:30,AURICON_PNJ_U1,AURICON,Approved,Forced,4.036,0,Under generation - ambient conditions,
12/28/2017 5:00,12/28/2017 5:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.472,0,Under generation - ambient conditions,
12/28/2017 4:30,12/28/2017 4:30,AURICON_PNJ_U1,AURICON,Approved,Forced,4.112,0,Under generation - ambient conditions,
12/27/2017 5:30,12/27/2017 5:30,AURICON_PNJ_U1,AURICON,Approved,Forced,4.088,0,Under generation - ambient conditions,
12/27/2017 5:00,12/27/2017 5:00,AURICON_PNJ_U1,AURICON,Approved,Forced,3.414,0,Under generation - ambient conditions,
12/27/2017 4:30,12/27/2017 4:30,AURICON_PNJ_U1,AURICON,Approved,Forced,3.594,0,Under generation - ambient conditions,
12/30/2017 18:30,12/30/2017 18:30,MELK_G7,MELK,Approved,Forced,4,0,Boiler feedpump capacity,
12/30/2017 17:30,12/30/2017 18:30,MELK_G7,MELK,Approved,Forced,4.721,0,Rotary Air Heater seals,
12/30/2017 19:30,1/1/2018 19:00,MELK_G7,MELK,Approved,Forced,28.977,12,High silica restriction,
12/30/2017 13:00,12/30/2017 14:00,MELK_G7,MELK,Approved,Forced,47.108,12,Turbine governor valve fault,
12/29/2017 21:30,12/30/2017 11:30,MELK_G7,MELK,Approved,Forced,39.108,12,High silica restriction,
12/20/2017 17:00,1/7/2018 21:30,AURICON_PNJ_U1,AURICON,Approved,Forced,1,,Reduced generation capability,
12/30/2017 16:00,12/30/2017 16:00,TIWEST_COG1,TRMOS,Approved,Forced,12.64,,Deviation from resource plan,
12/27/2017 17:00,12/27/2017 17:00,TIWEST_COG1,TRMOS,Approved,Forced,21.29,,Deviation from resource plan,
12/25/2017 17:00,12/25/2017 17:00,TIWEST_COG1,TRMOS,Approved,Forced,21.93,,Deviation from resource plan,
12/25/2017 16:30,12/25/2017 16:30,TIWEST_COG1,TRMOS,Approved,Forced,25.22,,Deviation from resource plan,
12/25/2017 17:30,12/25/2017 17:30,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Forced,20.92,0,Deviation from resource plan,
12/25/2017 16:30,12/25/2017 16:30,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Forced,22.94,0,Deviation from resource plan,
12/30/2017 9:00,1/3/2018 10:30,WEST_KALGOORLIE_GT2,WGUTD,Approved,Forced,38.827,,Forced outage due to master protective start up lockout alarm,
12/31/2017 10:30,1/2/2018 11:00,KORL_GT3,KORL,Approved,Forced,103.2,0,Forced outage due to a high vibration alert on power turbine,
12/31/2017 10:00,12/31/2017 10:00,KORL_GT3,KORL,Approved,Forced,92.88,,Forced outage due to a high vibration alert on power turbine,
12/31/2017 18:00,1/8/2018 11:00,COLLGAR_WF1,COLLGAR,Approved,Forced,253.288,,Steam turbine rebuild and cold commissioning,
12/28/2017 14:00,12/28/2017 14:00,WEST_KALGOORLIE_GT2,WGUTD,Approved,Forced,32.356,0,Forced outage due to master protective lockout,
12/28/2017 13:30,12/28/2017 13:30,WEST_KALGOORLIE_GT2,WGUTD,Approved,Forced,19.4,,Forced outage due to master protective lockout,
12/28/2017 0:00,12/28/2017 0:00,PJRH_GT11,PJRH,Approved,Forced,43.3,0,Forced outage due to a faulty fire damper limit switch,
12/28/2017 11:00,12/28/2017 11:00,PJRH_GT11,PJRH,Approved,Forced,26,0,Forced outage due to a faulty fire damper limit switch,
12/28/2017 0:30,12/28/2017 10:30,PJRH_GT11,PJRH,Approved,Forced,130,0,Forced outage due to a faulty fire damper limit switch,
12/28/2017 0:00,12/28/2017 0:00,PJRH_GT11,PJRH,Cancelled By Market Participant,Forced,43.3,0,Forced outage due to a faulty fire damper limit switch,
12/21/2017 15:30,12/21/2017 15:30,TIWEST_COG1,TRMOS,Approved,Forced,18.44,,Deviation from resource plan,
12/18/2017 20:00,12/18/2017 20:00,TIWEST_COG1,TRMOS,Approved,Forced,14.8,,Deviation from resource plan,
12/18/2017 17:30,12/18/2017 17:30,TIWEST_COG1,TRMOS,Approved,Forced,20.92,,Deviation from resource plan,
12/18/2017 16:30,12/18/2017 16:30,TIWEST_COG1,TRMOS,Approved,Forced,22.94,,Deviation from resource plan,
12/29/2017 15:30,12/29/2017 17:30,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),120,1,Reduced Load,
12/29/2017 12:00,12/29/2017 12:00,AUXC_WGP,AUXC,Approved,Forced,12.87,,Refinery Issues - Steam/Power Imbalance,
12/22/2017 20:00,12/23/2017 1:30,STHRNCRS_EG,STHRNCRS,Approved,Forced,23,,"KNS GT Tripped on vibration alarm, 4 hour lock out.",
12/22/2017 13:00,12/22/2017 13:00,AURICON_PNJ_U1,AURICON,Approved,Forced,34.411,0,Output reduced due to ambient conditions,
12/22/2017 12:30,12/22/2017 12:30,AURICON_PNJ_U1,AURICON,Approved,Forced,36.676,0,Output reduced due to ambient conditions,
12/21/2017 9:30,12/21/2017 9:30,AURICON_PNJ_U1,AURICON,Approved,Forced,19.051,0,Unit slow to ramp up,
12/21/2017 9:00,12/21/2017 9:00,AURICON_PNJ_U1,AURICON,Approved,Forced,63.218,0,Unit slow to ramp up,
12/21/2017 8:00,12/21/2017 8:00,AURICON_PNJ_U1,AURICON,Approved,Forced,119.31,0,Unit slow to ramp up,
12/21/2017 7:30,12/21/2017 7:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 7:00,12/21/2017 7:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 6:30,12/21/2017 6:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 6:00,12/21/2017 6:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 5:30,12/21/2017 5:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 5:00,12/21/2017 5:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 4:30,12/21/2017 4:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 4:00,12/21/2017 4:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 3:30,12/21/2017 3:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 3:00,12/21/2017 3:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 2:30,12/21/2017 2:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 2:00,12/21/2017 2:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 1:30,12/21/2017 1:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 1:00,12/21/2017 1:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 0:30,12/21/2017 0:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/21/2017 0:00,12/21/2017 0:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 23:30,12/20/2017 23:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 23:00,12/20/2017 23:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 22:30,12/20/2017 22:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 22:00,12/20/2017 22:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 21:30,12/20/2017 21:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 21:00,12/20/2017 21:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 20:30,12/20/2017 20:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 20:00,12/20/2017 20:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 19:30,12/20/2017 19:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 19:00,12/20/2017 19:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 18:30,12/20/2017 18:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 18:00,12/20/2017 18:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 17:30,12/20/2017 17:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 17:00,12/20/2017 17:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 16:30,12/20/2017 16:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 16:00,12/20/2017 16:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 15:30,12/20/2017 15:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 15:00,12/20/2017 15:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 14:30,12/20/2017 14:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 14:00,12/20/2017 14:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 13:30,12/20/2017 13:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 13:00,12/20/2017 13:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 12:30,12/20/2017 12:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 12:00,12/20/2017 12:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 11:30,12/20/2017 11:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 11:00,12/20/2017 11:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip,
12/20/2017 10:30,12/20/2017 10:30,AURICON_PNJ_U1,AURICON,Approved,Forced,27.866,0,Full unit trip,
12/26/2017 6:00,12/26/2017 6:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.628,0,Output reduced due to ambient conditions,
12/26/2017 5:30,12/26/2017 5:30,AURICON_PNJ_U1,AURICON,Approved,Forced,3.405,0,Output reduced due to ambient conditions,
12/26/2017 5:00,12/26/2017 5:00,AURICON_PNJ_U1,AURICON,Approved,Forced,2.771,0,Output reduced due to ambient conditions,
12/26/2017 4:30,12/26/2017 4:30,AURICON_PNJ_U1,AURICON,Approved,Forced,2.504,0,Output reduced due to ambient conditions,
12/25/2017 18:30,12/25/2017 18:30,AURICON_PNJ_U1,AURICON,Approved,Forced,4.459,0,Output reduced due to ambient conditions,
12/25/2017 18:00,12/25/2017 18:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.763,0,Output reduced due to ambient conditions,
12/25/2017 17:30,12/25/2017 17:30,AURICON_PNJ_U1,AURICON,Approved,Forced,5.444,0,Output reduced due to ambient conditions,
12/25/2017 17:00,12/25/2017 17:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.763,0,Output reduced due to ambient conditions,
12/25/2017 16:30,12/25/2017 16:30,AURICON_PNJ_U1,AURICON,Approved,Forced,6.539,0,Output reduced due to ambient conditions,
12/25/2017 3:00,12/25/2017 3:00,AURICON_PNJ_U1,AURICON,Approved,Forced,2.842,0,Output reduced due to ambient conditions,
12/23/2017 21:30,12/23/2017 21:30,AURICON_PNJ_U1,AURICON,Approved,Forced,3.84,0,Output reduced due to ambient conditions,
12/23/2017 21:00,12/23/2017 21:00,AURICON_PNJ_U1,AURICON,Approved,Forced,3.586,0,Output reduced due to ambient conditions,
12/23/2017 20:30,12/23/2017 20:30,AURICON_PNJ_U1,AURICON,Approved,Forced,4.137,0,Output reduced due to ambient conditions,
12/23/2017 20:00,12/23/2017 20:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.696,0,Output reduced due to ambient conditions,
12/21/2017 11:00,12/21/2017 11:00,AURICON_PNJ_U1,AURICON,Approved,Forced,12.358,0,Output reduced due to ambient conditions,
12/21/2017 10:30,12/21/2017 10:30,AURICON_PNJ_U1,AURICON,Approved,Forced,20.639,0,Output reduced due to ambient conditions,
12/21/2017 9:30,12/21/2017 9:30,AURICON_PNJ_U1,AURICON,Approved,Forced,13.241,0,Output reduced due to ambient conditions,
12/21/2017 9:00,12/21/2017 9:00,AURICON_PNJ_U1,AURICON,Approved,Forced,12.68,0,Output reduced due to ambient conditions,
12/21/2017 8:30,12/21/2017 8:30,AURICON_PNJ_U1,AURICON,Approved,Forced,10.234,0,Output reduced due to ambient conditions,
12/20/2017 18:30,12/20/2017 18:30,AURICON_PNJ_U1,AURICON,Approved,Forced,7.698,0,Output reduced due to ambient conditions,
12/25/2017 11:30,12/25/2017 11:30,AUXC_WGP,AUXC,Approved,Forced,13.74,,Plant steam imbalance,
12/25/2017 11:00,12/25/2017 11:00,AUXC_WGP,AUXC,Approved,Forced,17.26,,Plant steam imbalance,
12/25/2017 10:30,12/25/2017 10:30,AUXC_WGP,AUXC,Approved,Forced,14.01,,Steam plant imbalance.,
12/18/2017 16:00,12/18/2017 16:00,AURICON_PNJ_U1,AURICON,Approved,Forced,89.1,,Wind farm tripped,
12/14/2017 10:30,12/14/2017 10:30,AURICON_PNJ_U1,AURICON,Approved,Forced,164.4,0,Slow to ramp up,
12/17/2017 14:30,12/17/2017 14:30,AURICON_PNJ_U1,AURICON,Approved,Forced,26.17,0,Slow to ramp up,
12/8/2017 15:00,12/8/2017 15:30,STHRNCRS_EG,STHRNCRS,Approved,Forced,11,,An unplanned load increase (?behind-the-fence?) led to a reduction in available capacity,
12/20/2017 18:00,12/20/2017 18:00,KORL_GT3,KORL,Approved,Forced,68.16,,Partial forced outage due to failed NOx water injection,
12/21/2017 9:30,12/21/2017 15:00,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),118.609,0,ODOM to rectify leaking generator jacking oil system,
12/21/2017 13:30,12/21/2017 15:30,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),118.609,0,ODOM to test trip settings on generator,
12/18/2017 15:00,12/19/2017 11:00,MELK_G7,MELK,Approved,Forced,18.977,12,High silica restriction,
12/12/2017 15:00,12/13/2017 9:00,MELK_G7,MELK,Approved,Forced,26.108,12,High silica restriction,
12/12/2017 10:00,12/12/2017 14:30,MELK_G7,MELK,Approved,Forced,33.108,12,High silica restriction,
12/11/2017 12:30,12/12/2017 9:30,MELK_G7,MELK,Approved,Forced,41.108,12,High silica restriction,
12/11/2017 12:00,12/11/2017 12:00,MELK_G7,MELK,Approved,Forced,36.108,12,High silica restriction,
12/11/2017 11:00,12/11/2017 11:30,MELK_G7,MELK,Approved,Forced,31.108,12,High silica restriction,
12/11/2017 6:30,12/11/2017 8:00,MELK_G7,MELK,Approved,Forced,31.108,12,RAH high load,
12/9/2017 16:30,12/10/2017 16:30,MELK_G7,MELK,Approved,Forced,126.108,12,ID fan control limitation,
12/16/2017 20:30,12/16/2017 20:30,TIWEST_COG1,TRMOS,Approved,Forced,8.27,,Deviation from resource plan,
12/16/2017 18:30,12/16/2017 18:30,TIWEST_COG1,TRMOS,Approved,Forced,14.37,,Deviation from resource plan,
12/15/2017 15:30,12/15/2017 15:30,TIWEST_COG1,TRMOS,Approved,Forced,8.84,,Deviation from resource plan,
12/12/2017 20:30,12/12/2017 20:30,TIWEST_COG1,TRMOS,Approved,Forced,24.06,,Deviation from resource plan,
12/21/2017 7:30,12/21/2017 10:30,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,0,Enable signal was removed due to switching to rectify faults on Western Power feeder. Site cannot operate without enable signal. Will request conversion to consequential.,
12/7/2017 18:00,12/31/2017 17:30,COLLGAR_WF1,COLLGAR,Approved,Forced,13.288,,Steam Turbine rotor maintenace,
12/11/2017 13:30,12/11/2017 18:30,PMC_AG,PMC,Approved,Consequential,68,0,"APLD operated, separating PRK_AG from the SWIS",
12/11/2017 13:30,12/11/2017 18:00,STHRNCRS_EG,STHRNCRS,Approved,Consequential,23,0,"APLD operated, separating STHRNCRS_EG from the SWIS",
12/18/2017 17:00,12/18/2017 17:00,KORL_GT3,KORL,Approved,Forced,48.16,,Forced outage due to failed to synchronise,
12/15/2017 11:30,12/17/2017 7:30,COLLGAR_WF1,COLLGAR,Approved,Forced,10,,Forced Outage - DVAR constraint remained as a result of planned outages on 13 & 14 Dec,
12/14/2017 19:30,12/15/2017 11:00,COLLGAR_WF1,COLLGAR,Approved,Forced,14,,Forced Outage - DVAR constraint remained as a result of planned outages on 13 & 14 Dec,
12/14/2017 18:00,12/14/2017 19:00,COLLGAR_WF1,COLLGAR,Approved,Forced,7,,Forced Outage - DVAR constraint remained as a result of planned outages on 13 & 14 Dec,
12/14/2017 17:00,12/14/2017 17:30,COLLGAR_WF1,COLLGAR,Approved,Forced,31,,Forced Outage - DVAR constraint remained as a result of planned outages on 13 & 14 Dec,
12/17/2017 8:00,12/17/2017 14:30,COLLGAR_WF1,COLLGAR,Approved,Consequential,206,,"Consequential Outage - Anti-islanding issue caused by stormy weather. Collgar constrained ""to maintain security"" (WP DA#17521 & 17522)",
12/14/2017 10:00,12/14/2017 15:30,COLLGAR_WF1,COLLGAR,Approved,Consequential,154,,"Consequential Outage (MU BTT3 equipment failure resulted in Collgar constraint to ""maintain system security"" (WP DA17505 & contacted via phone by Control Room to advise that the outage from 13/12/17 would resume)",
12/13/2017 16:00,12/13/2017 16:30,COLLGAR_WF1,COLLGAR,Approved,Consequential,154,,"Consequential Outage (MU BTT3 equipment failure resulted in Collgar constraint to ""maintain system security"" (WP DA17505)",
12/11/2017 13:30,12/11/2017 22:30,COLLGAR_WF1,COLLGAR,Approved,Consequential,206,,Consequential Outage - 220kV line tripped at 13:57 as a result of lightening (WP DA#17502),
12/18/2017 10:00,12/18/2017 10:00,KORL_GT3,KORL,Approved,Forced,82.56,0,Forced outage due to communication errors,
12/17/2017 18:30,12/18/2017 9:30,KORL_GT3,KORL,Approved,Forced,103.2,0,Forced outage due to communication errors,
12/17/2017 18:00,12/17/2017 18:00,KORL_GT3,KORL,Approved,Forced,58.48,,Forced outage due to communication errors,
12/18/2017 16:30,12/18/2017 18:00,AURICON_PNJ_U1,AURICON,Approved,Forced,44.1,,Wind farm output limited,
12/18/2017 13:30,12/18/2017 15:30,AURICON_PNJ_U1,AURICON,Approved,Forced,58,,Wind farm tripped,
12/17/2017 23:30,12/18/2017 12:00,TIWEST_COG1,TRMOS,Approved,Forced,42.1,,Islanded on Tronox Instructions due to Serve Weather.,
12/18/2017 8:00,12/18/2017 9:30,MELK_G7,MELK,Approved,Forced,208.977,12,Delayed Unit RTS,
12/17/2017 18:00,12/17/2017 18:00,KORL_GT3,KORL,Approved,Forced,18.72,0,Partial Forced outage due to lose of gas compressor,
12/17/2017 10:30,12/17/2017 17:30,KORL_GT3,KORL,Approved,Forced,43.2,0,Partial Forced outage due to lose of gas compressor,
12/17/2017 17:30,12/17/2017 18:00,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,0,Enable signal was removed due to a Western Power feeder drop out caused by bad weather. Site cannot operate without enable signal. Will request conversion to consequential.,
12/17/2017 10:00,12/17/2017 10:00,KORL_GT3,KORL,Approved,Forced,27.36,,Forced outage due to lose of gas compressor,
12/16/2017 4:30,12/17/2017 16:00,MELK_G7,MELK,Approved,Forced,78.977,12,FD fan control limitation,
12/17/2017 8:00,12/18/2017 7:30,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),130,12,FD fan inspection and repairs,
12/17/2017 8:00,12/18/2017 7:30,MELK_G7,MELK,Cancelled By Market Participant,Opportunistic Maintenance (Planned),208.977,12,FD fan inspection and repairs,
12/17/2017 8:00,12/19/2017 17:00,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),83,12,ID Fan East OOS,
12/3/2017 18:00,12/3/2017 18:00,PMC_AG,PMC,Approved,Forced,83.75,0,Operational issues caused real time forced outage.,
12/3/2017 14:00,12/3/2017 17:30,PMC_AG,PMC,Approved,Forced,84.057,0,Operational issues caused real time forced outage.,
12/3/2017 12:00,12/3/2017 13:30,PMC_AG,PMC,Approved,Forced,83.903,0,Operational issues caused real time forced outage.,
12/2/2017 23:30,12/2/2017 23:30,PMC_AG,PMC,Approved,Forced,187.837,0,Operational issues caused real time forced outage.,
12/2/2017 22:00,12/2/2017 23:00,PMC_AG,PMC,Approved,Forced,252.834,0,Operational issues caused real time forced outage.,
12/2/2017 19:00,12/2/2017 19:00,PMC_AG,PMC,Approved,Forced,227.081,0,Operational issues caused real time forced outage.,
12/2/2017 18:30,12/2/2017 18:30,PMC_AG,PMC,Approved,Forced,274.142,0,Operational issues caused real time forced outage.,
12/2/2017 14:00,12/2/2017 18:00,PMC_AG,PMC,Approved,Forced,334.796,0,Operational issues caused real time forced outage.,
12/8/2017 11:00,12/8/2017 11:00,TIWEST_COG1,TRMOS,Approved,Forced,25.81,,Deviation from resource plan,
12/11/2017 11:30,12/11/2017 11:30,AURICON_PNJ_U1,AURICON,Approved,Forced,33.58,0,Unit did not reach target,
12/11/2017 11:00,12/11/2017 11:00,AURICON_PNJ_U1,AURICON,Approved,Forced,34.082,0,Unit did not reach target,
12/11/2017 10:00,12/11/2017 10:00,AURICON_PNJ_U1,AURICON,Approved,Forced,116.929,0,Unit did not reach target,
12/5/2017 16:30,12/5/2017 17:00,TIWEST_COG1,TRMOS,Approved,Forced,10,,deviation from resource plan,
12/4/2017 0:00,12/4/2017 0:00,TIWEST_COG1,TRMOS,Approved,Forced,16.9,,Deviation from resource plan,
12/10/2017 14:00,12/10/2017 14:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,29.4,,TES Report - constrained off MW's.,
12/8/2017 17:00,12/9/2017 8:30,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,68,,TES Report - constrained off MW's.,
12/8/2017 16:30,12/8/2017 16:30,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.5,,TES Report - constrained off MW's.,
12/8/2017 16:00,12/8/2017 16:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.7,,TES Report - constrained off MW's.,
12/8/2017 15:30,12/8/2017 15:30,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.2,,TES Report - constrained off MW's.,
12/8/2017 15:00,12/8/2017 15:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.3,,TES Report - constrained off MW's.,
12/8/2017 14:30,12/8/2017 14:30,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,52,,TES Report - constrained off MW's.,
12/8/2017 13:00,12/8/2017 13:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,15.9,,TES Report - constrained off MW's.,
12/5/2017 6:00,12/5/2017 13:30,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,56,,TES Report - constrained off MW's.,
12/5/2017 5:30,12/5/2017 5:30,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,42.6,,TES Report - constrained off MW's.,
12/12/2017 11:30,12/12/2017 11:30,AUXC_WGP,AUXC,Approved,Forced,20.65,,Refinery issues causing steam & power imbalance.,
12/12/2017 11:00,12/12/2017 11:00,AUXC_WGP,AUXC,Approved,Forced,18.59,,Refinery issues causing steam & power imbalance.,
12/15/2017 8:00,12/18/2017 8:00,MELK_G7,MELK,Approved,Scheduled (Planned),211.108,12,Opportune Maintenance,
11/29/2017 11:30,11/29/2017 16:30,PERTHENERGY_KORL_GT1,PUG,Approved,Opportunistic Maintenance (Planned),116,1,GT2B lube oil system vacuum pump retrofit.,
12/9/2017 10:00,12/9/2017 10:00,AUXC_WGP,AUXC,Approved,Forced,17.59,,Refinery steam and power imbalance.,
12/9/2017 9:30,12/9/2017 9:30,AUXC_WGP,AUXC,Approved,Forced,15.09,,Refinery steam and power imbalance.,
12/4/2017 0:30,12/4/2017 0:30,TIWEST_COG1,TRMOS,Approved,Forced,8.94,,Deviation from resource plan,
12/3/2017 22:00,12/3/2017 22:00,TIWEST_COG1,TRMOS,Approved,Forced,18.22,,Deviation from resource plan,
12/3/2017 14:00,12/3/2017 14:00,TIWEST_COG1,TRMOS,Approved,Forced,14.56,,Deviation from resource plan,
11/30/2017 10:30,11/30/2017 10:30,TIWEST_COG1,TRMOS,Approved,Forced,22.38,,Deviation from resource plan,
11/30/2017 10:30,11/30/2017 10:30,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Forced,42.1,0,Extended commissioning generator rotor balance,
11/30/2017 7:00,11/30/2017 7:00,TIWEST_COG1,TRMOS,Approved,Forced,28.6,,Extended commissioning generator rotor balance,
11/30/2017 6:30,11/30/2017 6:30,TIWEST_COG1,TRMOS,Approved,Forced,33.9,,Extended commissioning generator rotor balance,
11/30/2017 4:30,11/30/2017 4:30,TIWEST_COG1,TRMOS,Approved,Forced,38.3,,Extended commissioning generator rotor balance,
11/29/2017 16:30,11/30/2017 4:00,TIWEST_COG1,TRMOS,Approved,Forced,42.1,,Planned outage - extended commissioning for generator rotor balancing,
12/15/2017 9:00,12/15/2017 10:00,MWF_MUMBIDA_WF1,MCG,Approved,Scheduled (Planned),55,5,Transformer maint,
12/11/2017 10:30,12/11/2017 12:30,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),38.293,0,ODOM for compressor wash,
12/10/2017 15:00,12/10/2017 15:00,AUXC_WGP,AUXC,Approved,Forced,19.26,,Low refinery steam demand due to holed F31 thickener feed line,
12/10/2017 9:00,12/10/2017 9:00,AUXC_WGP,AUXC,Approved,Forced,14.99,,Low refinery steam demand due to holed F31 thickener feed line,
12/10/2017 8:30,12/10/2017 8:30,AUXC_WGP,AUXC,Approved,Forced,14.28,,Low refinery steam demand due to holed F31 thickener line,
12/10/2017 8:00,12/10/2017 8:00,AUXC_WGP,AUXC,Approved,Forced,13.57,,Low steam flow due to holed F31 thickener line,
